added,anonymous,count,deleted,delta,geo,language,namespace,newPage,page,robot,time,unpatrolled,user
243,1,4,0,243,known,en,article,0,John_Still_(footballer),0,2013-02-26T11:00:00.000Z,0,89.19.79.214
0,0,1,-158,-158,no_geo,en,article,0,Jonathan_Hogg,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-142,-142,no_geo,en,article,0,Josef_Groll,1,2013-02-26T11:00:00.000Z,0,Addbot
1117,0,1,0,1117,no_geo,fr,article,1,Josep_Canaleta_i_Cuadras,0,2013-02-26T11:00:00.000Z,0,Vatekor
663,0,1,0,663,no_geo,en,article,0,Josiah_Conder_(editor_and_author),0,2013-02-26T11:00:00.000Z,0,M2545
0,0,1,-215,-215,no_geo,en,article,0,Juan_Domínguez_Lamas,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-29,-29,no_geo,es,article,0,Juego_del_dictador,1,2013-02-26T11:00:00.000Z,0,EmausBot
0,0,1,-334,-334,no_geo,en,article,0,"Julius_Francis,_Duke_of_Saxe-Lauenburg",1,2013-02-26T11:00:00.000Z,0,Addbot
1,0,1,0,1,no_geo,sv,article,0,Jura_(period),0,2013-02-26T11:00:00.000Z,0,Mehinger
0,0,1,-279,-279,no_geo,en,article,0,Kabhie_Kabhie_(1976_film),1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-181,-181,no_geo,en,article,0,Kadashman-Turgu,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-99,-99,no_geo,en,article,0,Kaliningrad_Time,1,2013-02-26T11:00:00.000Z,0,Addbot
7,0,1,0,7,no_geo,de,article,0,Kapitelshaus,0,2013-02-26T11:00:00.000Z,0,NCC1291
0,0,1,-96,-96,no_geo,en,article,0,Karen_Wheeler,0,2013-02-26T11:00:00.000Z,0,Klemen Kocjancic
36,0,1,0,36,no_geo,no,article,0,Karl_VII_av_Det_tysk-romerske_rike,1,2013-02-26T11:00:00.000Z,0,YFdyh-bot
28,0,1,0,28,no_geo,sv,wikipedia,0,Kategori:Amurs_avrinningsområde,1,2013-02-26T11:00:00.000Z,0,MerlIwBot
78,0,1,0,78,no_geo,no,wikipedia,0,Kategori:Deltakere_i_Eurovision_Song_Contest_etter_år,1,2013-02-26T11:00:00.000Z,0,ZéroBot
38,0,1,0,38,no_geo,sv,wikipedia,0,Kategori:Listor_med_anknytning_till_Kina,1,2013-02-26T11:00:00.000Z,0,MerlIwBot
0,0,1,-2,-2,no_geo,no,wikipedia,0,Kategori:Restaurantkjeder_fra_USA,1,2013-02-26T11:00:00.000Z,0,Makecat-bot
0,0,1,-747,-747,no_geo,da,wikipedia,0,Kategori:Tidligere_folketingsmedlemmer_fra_SF,0,2013-02-26T11:00:00.000Z,0,EPO
40,0,1,0,40,no_geo,pl,wikipedia,0,Kategoria:Libańscy_pisarze,1,2013-02-26T11:00:00.000Z,0,Xqbot
404,0,1,0,404,no_geo,de,wikipedia,1,Kategorie:Abgegangenes_Bauwerk_in_Duisburg,0,2013-02-26T11:00:00.000Z,0,Gödeke
36,0,1,0,36,no_geo,cs,wikipedia,0,Kategorie:Luteránství,0,2013-02-26T11:00:00.000Z,0,Jenda H.
76,0,1,0,76,no_geo,cs,wikipedia,0,Kategorie:Účastníci_Velké_ceny_Eurovize_podle_země,1,2013-02-26T11:00:00.000Z,0,ZéroBot
23,0,1,0,23,no_geo,de,article,0,Katerina_Zlatníková,0,2013-02-26T11:00:00.000Z,0,Dmicha
129,0,2,0,129,no_geo,de,article,0,Kawang,0,2013-02-26T11:00:00.000Z,0,Cccefalon
0,0,1,-203,-203,no_geo,en,article,0,Kazuyoshi_Nakamura,1,2013-02-26T11:00:00.000Z,0,Addbot
22,0,1,0,22,no_geo,de,article,0,Kelsey_Grammer,1,2013-02-26T11:00:00.000Z,0,EmausBot
1270,0,1,0,1270,no_geo,pt,article,1,Kenji_Yamamoto_(futebolista),0,2013-02-26T11:00:00.000Z,1,Japan Football
26,0,1,0,26,no_geo,sv,article,0,Keratella_zhugeae,1,2013-02-26T11:00:00.000Z,0,EmausBot
0,0,1,-228,-228,no_geo,en,article,0,Khanty-Mansiysky_District,1,2013-02-26T11:00:00.000Z,0,Addbot
41,0,1,0,41,no_geo,de,article,0,Kill_Devil_Hill,1,2013-02-26T11:00:00.000Z,0,MorbZ-Bot
19,0,1,0,19,no_geo,de,article,0,Kinematische-Elemente-Methode,1,2013-02-26T11:00:00.000Z,0,MorbZ-Bot
0,0,1,-174,-174,no_geo,en,article,0,Kirk_Broadfoot,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-228,-228,no_geo,en,article,0,"Kleisoura,_Kastoria",1,2013-02-26T11:00:00.000Z,0,Addbot
7,0,1,0,7,no_geo,de,article,0,Kohlenstoffnanoröhren,0,2013-02-26T11:00:00.000Z,0,Amp
2029,0,1,0,2029,no_geo,cs,article,0,Kolonizace_Jižní_Ameriky,0,2013-02-26T11:00:00.000Z,0,Michal Bělka
0,1,1,-1,-1,known,hu,article,0,Koponya,0,2013-02-26T11:00:00.000Z,0,193.224.221.1
0,0,1,-139,-139,no_geo,en,article,0,Korytárky,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-2,-2,no_geo,hu,article,0,Közönséges_particsiga,0,2013-02-26T11:00:00.000Z,0,Dj
0,0,1,-189,-189,no_geo,en,article,0,Kráľovce-Krnišov,1,2013-02-26T11:00:00.000Z,0,Addbot
217,1,1,0,217,known,de,article,0,Kritik_an_Facebook,0,2013-02-26T11:00:00.000Z,0,213.61.225.71
72,0,1,0,72,no_geo,sv,article,0,Kuka_Robotics,1,2013-02-26T11:00:00.000Z,0,Innocent datumbot
0,0,1,-185,-185,no_geo,en,article,0,Kursk_Front,1,2013-02-26T11:00:00.000Z,0,Addbot
1055,0,1,0,1055,no_geo,pl,article,0,Kwekwe,0,2013-02-26T11:00:00.000Z,0,Tomi1988a
626,1,1,0,626,known,it,article,1,L'amore_è_una_cosa_swing_(L'amore_è_una_cosa_semplice_special_edition),0,2013-02-26T11:00:00.000Z,1,79.53.155.68
46,0,1,0,46,no_geo,nl,article,0,Lagoa_da_Canoa,1,2013-02-26T11:00:00.000Z,0,Makecat-bot
0,0,1,-90,-90,no_geo,en,article,0,"Lali,_Iran",1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-157,-157,no_geo,en,article,0,Lanshan_County,1,2013-02-26T11:00:00.000Z,0,Addbot
38,0,1,0,38,no_geo,de,article,0,Lasen,1,2013-02-26T11:00:00.000Z,0,MorbZ-Bot
0,0,1,-190,-190,no_geo,en,article,0,Laurent_Pionnier,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-246,-246,no_geo,en,article,0,Lazareva_Subota,1,2013-02-26T11:00:00.000Z,0,Addbot
1,0,1,0,1,no_geo,fr,article,0,La_Vie_de_Louis_Pasteur,0,2013-02-26T11:00:00.000Z,1,Reychstan
22,0,1,0,22,no_geo,sv,article,0,Lecane_nitida,1,2013-02-26T11:00:00.000Z,0,EmausBot
23,0,1,0,23,no_geo,pl,article,1,Lee_Kyu_Hyuk,0,2013-02-26T11:00:00.000Z,0,Miodzio3
0,1,1,-61,-61,known,nl,article,0,Lemon_Tree_(film),0,2013-02-26T11:00:00.000Z,1,91.183.62.27
0,0,1,-5,-5,no_geo,it,article,0,Leon_Ames,0,2013-02-26T11:00:00.000Z,0,Monica1967
25,0,1,0,25,no_geo,sv,article,0,Lepadella_mataca,1,2013-02-26T11:00:00.000Z,0,EmausBot
28,0,1,0,28,no_geo,nl,article,0,Lestidiops_cadenati,1,2013-02-26T11:00:00.000Z,0,Zorrobot
2728,0,1,0,2728,no_geo,sv,article,1,Lestidiops_ringens,1,2013-02-26T11:00:00.000Z,0,Lsjbot
65,0,1,0,65,no_geo,sv,article,1,Lestidium_gracile,1,2013-02-26T11:00:00.000Z,0,Lsjbot
3139,0,1,0,3139,no_geo,sv,article,1,Lestrolepis_intermedia,1,2013-02-26T11:00:00.000Z,0,Lsjbot
0,0,1,-233,-233,no_geo,en,article,0,Levashinsky_District,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-258,-258,no_geo,en,article,0,LGBT_rights_in_Japan,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-262,-262,no_geo,en,article,0,Līga_Dekmeijere,1,2013-02-26T11:00:00.000Z,0,Addbot
24,1,1,0,24,known,no,article,1,Lille_My,0,2013-02-26T11:00:00.000Z,1,84.208.202.185
52,0,1,0,52,no_geo,en,article,0,Linda_Powell,0,2013-02-26T11:00:00.000Z,0,FeanorStar7
184,0,1,0,184,no_geo,en,article,0,Lisa_Mantchev,0,2013-02-26T11:00:00.000Z,0,Klemen Kocjancic
6308,0,1,0,6308,no_geo,de,article,1,Liste_der_Kulturgüter_in_Aristau,0,2013-02-26T11:00:00.000Z,0,Voyager
0,0,1,-13,-13,no_geo,de,article,0,Liste_der_Stationen_der_Metro_Tiflis,0,2013-02-26T11:00:00.000Z,0,Sprachpfleger
46,0,1,0,46,no_geo,fr,article,0,Liste_des_communes_de_la_Charente,0,2013-02-26T11:00:00.000Z,0,Aratal
1,0,1,0,1,no_geo,fr,article,0,Liste_des_monarques_de_Grande-Bretagne,0,2013-02-26T11:00:00.000Z,1,Reychstan
58,0,1,0,58,no_geo,en,article,0,List_of_Apollo_astronauts,0,2013-02-26T11:00:00.000Z,0,Zundark
207,0,1,0,207,no_geo,en,article,0,List_of_citizen_science_projects,0,2013-02-26T11:00:00.000Z,0,Doctree
885,0,3,0,885,no_geo,en,article,0,List_of_endangered_species_in_Pakistan,0,2013-02-26T11:00:00.000Z,0,Samar
0,0,1,-367,-367,no_geo,en,article,0,List_of_members_of_the_Hockey_Hall_of_Fame,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-311,-311,no_geo,en,article,0,List_of_Olympic_medalists_in_water_polo,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-346,-346,no_geo,en,article,0,List_of_Rurouni_Kenshin_episodes,1,2013-02-26T11:00:00.000Z,0,Addbot
1,0,1,0,1,no_geo,en,article,0,List_of_University_of_North_Carolina_at_Chapel_Hill_alumni,0,2013-02-26T11:00:00.000Z,0,Ncjon
30,0,1,0,30,no_geo,sv,article,0,Lithoplocamia_filholi,1,2013-02-26T11:00:00.000Z,0,MerlIwBot
0,0,1,-190,-190,no_geo,en,article,0,Live_at_Easy_Street,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-149,-149,no_geo,en,article,0,Lollipop_F,1,2013-02-26T11:00:00.000Z,0,Addbot
93,0,1,0,93,no_geo,de,article,0,Lore_Krüger,0,2013-02-26T11:00:00.000Z,0,Rita2008
0,0,1,-148,-148,no_geo,en,article,0,Louis_Tocqué,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-170,-170,no_geo,en,article,0,Luciano_Sušanj,1,2013-02-26T11:00:00.000Z,0,Addbot
465,0,1,0,465,no_geo,en,article,0,Lufthansa,0,2013-02-26T11:00:00.000Z,0,FoxyOrange
0,0,1,-135,-135,no_geo,en,article,0,Luka_Žorić,1,2013-02-26T11:00:00.000Z,0,Addbot
27,0,1,0,27,no_geo,fi,wikipedia,0,Luokka:Ruutakasvit,1,2013-02-26T11:00:00.000Z,0,Makecat-bot
0,0,1,-214,-214,no_geo,en,article,0,Lydd_Airport,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-334,-334,no_geo,en,article,0,Lyudmila_Postnova,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-196,-196,no_geo,en,article,0,M1941_Johnson_rifle,1,2013-02-26T11:00:00.000Z,0,Addbot
0,1,1,-1,-1,known,es,article,0,MACOSA,0,2013-02-26T11:00:00.000Z,0,95.169.243.156
34,0,1,0,34,no_geo,nl,article,0,Macroparalepis_johnfitchi,1,2013-02-26T11:00:00.000Z,0,ZéroBot
31,0,1,0,31,no_geo,sv,article,0,Macrotrachela_asperula,1,2013-02-26T11:00:00.000Z,0,EmausBot
0,0,1,-137,-137,no_geo,en,article,0,Macula_(disambiguation),1,2013-02-26T11:00:00.000Z,0,Addbot
4,1,1,0,4,known,fr,article,0,Mademoiselle_Julie,0,2013-02-26T11:00:00.000Z,1,82.234.175.235
0,0,1,-305,-305,no_geo,en,article,0,Madrid_Codex_(Maya),1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-129,-129,no_geo,en,article,0,Madtsoiidae,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-239,-239,no_geo,en,article,0,Maeda_Toshiie,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-236,-236,no_geo,en,article,0,Mae_Klong,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-176,-176,no_geo,en,article,0,Magda_Genuin,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-170,-170,no_geo,en,article,0,Magic_Carpet_(video_game),1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-128,-128,no_geo,en,article,0,Magné,1,2013-02-26T11:00:00.000Z,0,Addbot
18,0,1,0,18,no_geo,nl,article,0,Magnisudis,1,2013-02-26T11:00:00.000Z,0,Makecat-bot
0,0,1,-235,-235,no_geo,en,article,0,Magnolia_sieboldii,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-176,-176,no_geo,en,article,0,Magyaratád,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-322,-322,no_geo,en,article,0,Magyar_Gárda,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-138,-138,no_geo,en,article,0,Mahébourg,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-314,-314,no_geo,en,article,0,Mahmud_al-Muntasir,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-306,-306,no_geo,en,article,0,Mahoromatic,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-215,-215,no_geo,en,article,0,"Main_Street,_U.S.A.",1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-160,-160,no_geo,en,article,0,Majs,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-178,-178,no_geo,en,article,0,Make-up_artist,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-265,-265,no_geo,en,article,0,Makhado_Local_Municipality,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-44,-44,no_geo,en,article,0,MAL,1,2013-02-26T11:00:00.000Z,0,Addbot
15,0,1,0,15,no_geo,de,article,0,Malacky,1,2013-02-26T11:00:00.000Z,0,JAnDbot
0,0,1,-136,-136,no_geo,en,article,0,"Málaga,_Santander",1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-252,-252,no_geo,en,article,0,"Malakoff,_Texas",1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-201,-201,no_geo,en,article,0,Malarguesaurus,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-240,-240,no_geo,en,article,0,Malawi_Eyebiter,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-310,-310,no_geo,en,article,0,Malaysian_Chinese,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-161,-161,no_geo,en,article,0,Malá_Čalomija,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-165,-165,no_geo,en,article,0,Malá_Skála,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-334,-334,no_geo,en,article,0,Malcolm_Campbell,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-480,-480,no_geo,en,article,0,Maldives_at_the_1996_Summer_Olympics,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-149,-149,no_geo,en,article,0,Malenice,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-173,-173,no_geo,en,article,0,Malé_Kozmálovce,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-237,-237,no_geo,en,article,0,Malfatti_Commission,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-179,-179,no_geo,en,article,0,Malignancy,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-184,-184,no_geo,en,article,0,"Malinalco,_State_of_Mexico",1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-221,-221,no_geo,en,article,0,Malix,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-186,-186,no_geo,en,article,0,Málkov_(Beroun_District),1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-233,-233,no_geo,en,article,0,Mallius_Theodorus,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-254,-254,no_geo,en,article,0,Malmö_University,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-146,-146,no_geo,en,article,0,Maloud,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-134,-134,no_geo,en,article,0,Maltahöhe,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-219,-219,no_geo,en,article,0,Maltese_cuisine,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-241,-241,no_geo,en,article,0,Malus_baccata,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-165,-165,no_geo,en,article,0,Malvinas_(disambiguation),1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-215,-215,no_geo,en,article,0,Malý_Lipník,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-246,-246,no_geo,en,article,0,Mamadou_Diallo_(Malian_footballer),1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-254,-254,no_geo,en,article,0,"Mambusao,_Capiz",1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-411,-411,no_geo,en,article,0,Mammal_Species_of_the_World,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-258,-258,no_geo,en,article,0,Mamoru_Mohri,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-207,-207,no_geo,en,article,0,Man-Bat,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-292,-292,no_geo,en,article,0,"Manalapan,_Florida",1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-210,-210,no_geo,en,article,0,"Manassa,_Colorado",1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-170,-170,no_geo,en,article,0,Mana_Iwabuchi,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-225,-225,no_geo,en,article,0,Manchester_Madonna,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-256,-256,no_geo,en,article,0,Mandaic_alphabet,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-305,-305,no_geo,en,article,0,Manda_Island,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-136,-136,no_geo,en,article,0,Mandi_Bamora,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-176,-176,no_geo,en,article,0,Mandu_(dumpling),1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-227,-227,no_geo,en,article,0,Manès_Sperber,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-339,-339,no_geo,en,article,0,Manfred_Pranger,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-49,-49,no_geo,en,article,0,Mangalore,0,2013-02-26T11:00:00.000Z,0,Dewritech
0,0,1,-145,-145,no_geo,en,article,0,Mangel,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-378,-378,no_geo,en,article,0,Mangosuthu_Buthelezi,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-235,-235,no_geo,en,article,0,"Mangum,_Oklahoma",1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-131,-131,no_geo,en,article,0,Manhunt_(2008_film),1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-145,-145,no_geo,en,article,0,Manilaid,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-332,-332,no_geo,en,article,0,Maniraptoriformes,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-165,-165,no_geo,en,article,0,Mani_Matter,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-136,-136,no_geo,en,article,0,Manlia_(gens),1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-159,-159,no_geo,en,article,0,"Mannford,_Oklahoma",1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-344,-344,no_geo,en,article,0,Mannsdorf_an_der_Donau,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-352,-352,no_geo,en,article,0,Manolis_Kalomiris,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-222,-222,no_geo,en,article,0,Manos_al_Aire,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-216,-216,no_geo,en,article,0,"Mansfield,_Georgia",1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-209,-209,no_geo,en,article,0,Mansour_Boutabout,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-341,-341,no_geo,en,article,0,"Mantenópolis,_Espírito_Santo",1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-155,-155,no_geo,en,article,0,Mantle_(vesture),1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-385,-385,no_geo,en,article,0,Manuchar_Kvirkvelia,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-200,-200,no_geo,en,article,0,Manuel_Alexandre,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-212,-212,no_geo,en,article,0,Manuel_Contreras,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-320,-320,no_geo,en,article,0,Manuel_Ferreira,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-259,-259,no_geo,en,article,0,Manuel_Lapuente,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-215,-215,no_geo,en,article,0,Manuel_Pamić,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-135,-135,no_geo,en,article,0,Manuel_Schmiedebach,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-234,-234,no_geo,en,article,0,Manure_spreader,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-295,-295,no_geo,en,article,0,"Manville,_Wyoming",1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-317,-317,no_geo,en,article,0,"Manzanita,_Oregon",1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-206,-206,no_geo,en,article,0,Man_of_La_Mancha,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-205,-205,no_geo,en,article,0,Mao_Anying,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-466,-466,no_geo,en,article,0,"Maplewood,_Minnesota",1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-157,-157,no_geo,en,article,0,Mapo_District,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-137,-137,no_geo,en,article,0,Maqluba,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-200,-200,no_geo,en,article,0,Maragheh_observatory,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-242,-242,no_geo,en,article,0,Maranao_language,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-228,-228,no_geo,en,article,0,Marat,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-304,-304,no_geo,en,article,0,Maravillas_de_Jesús,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-206,-206,no_geo,en,article,0,Marbled_parrotfish,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-293,-293,no_geo,en,article,0,Marburg_(disambiguation),1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-152,-152,no_geo,en,article,0,Marčana,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-277,-277,no_geo,en,article,0,Marcella_Sembrich,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-190,-190,no_geo,en,article,0,Marcelo_Díaz,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-179,-179,no_geo,en,article,0,Marcel_Aubour,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-165,-165,no_geo,en,article,0,Marcel_Fischer,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-163,-163,no_geo,en,article,0,Marcel_Mule,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-356,-356,no_geo,en,article,0,Marchena_Island,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-284,-284,no_geo,en,article,0,March_of_Friuli,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-363,-363,no_geo,en,article,0,Marcia_Otacilia_Severa,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-218,-218,no_geo,en,article,0,Marcius_Turbo,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-337,-337,no_geo,en,article,0,Marcos_Daniel,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-195,-195,no_geo,en,article,0,Marco_Aurelio_Soto,1,2013-02-26T11:00:00.000Z,0,Addbot
41,1,2,0,41,known,it,article,0,Marco_Ferradini,0,2013-02-26T11:00:00.000Z,1,151.74.223.188
0,0,1,-229,-229,no_geo,en,article,0,Marco_Pappa,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-182,-182,no_geo,en,article,0,Marco_Werner,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-344,-344,no_geo,en,article,0,Marcus_Antonius_Primus,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-169,-169,no_geo,en,article,0,Marcus_Daniell,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-303,-303,no_geo,en,article,0,Marcus_Junius_Silanus_(consul_109_BC),1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-399,-399,no_geo,en,article,0,Marcus_Popillius_Laenas_(consul_173_BC),1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-524,-524,no_geo,en,article,0,Marcus_Valerius_Messalla_Rufus,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-158,-158,no_geo,en,article,0,Marc_Cohn,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-179,-179,no_geo,en,article,0,Marc_Pujol,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-184,-184,no_geo,en,article,0,Marc_Vann,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-177,-177,no_geo,en,article,0,Maréchal,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-146,-146,no_geo,en,article,0,Marek_Kusto,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-277,-277,no_geo,en,article,0,Mare_Frigoris,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-148,-148,no_geo,en,article,0,Margarete_Steiff_GmbH,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-195,-195,no_geo,en,article,0,Margaret_Landon,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-298,-298,no_geo,en,article,0,Margaret_of_Foix,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-308,-308,no_geo,en,article,0,Margarita_Drobiazko,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-262,-262,no_geo,en,article,0,Margherita_Hack,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-245,-245,no_geo,en,article,0,Margot_at_the_Wedding,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-276,-276,no_geo,en,article,0,Marguerite_Bourgeoys,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-170,-170,no_geo,en,article,0,Mariahof,1,2013-02-26T11:00:00.000Z,0,Addbot
